Dataset,title,description,publisher,contact_name,contact_email,identifier,distribution,publication_date,example_resource,SPARQL_endpoint,access_URL,modification_date,creator,contributor,landing_page
https://environment.ld.admin.ch/foen/EFV_cofog_international/2,4,4,Financial Statistic,"Federal Finance Administration, Financial Statistic Contact Point",finstat@efv.admin.ch,EFV_cofog_international,NONE,2023-03-23,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2023-10-23T12:02:18.052Z,https://register.ld.admin.ch/opendataswiss/org/efv_finanzstatistik,NONE,     https://www.efv.admin.ch/efv/en/home/themen/finanzstatistik/daten.html 
https://environment.ld.admin.ch/foen/gefahren-waldbrand-praeventionsmassnahmen-kantone/1,4,4,Bundesamt für Umwelt BAFU,Office fédéral de l'environnement,info@bafu.admin.ch,gefahren-waldbrand-praeventionsmassnahmen-kantone,NONE,2023-03-15,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-08-19T10:00:46Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://www.waldbrandgefahr.ch/
https://environment.ld.admin.ch/foen/gefahren-waldbrand-warnung/1,4,4,Bundesamt für Umwelt BAFU,Office fédéral de l'environnement,info@bafu.admin.ch,gefahren-waldbrand-warnung,NONE,2023-03-15,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-08-21T10:01:51Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://www.waldbrandgefahr.ch/
https://environment.ld.admin.ch/foen/holzfluss/2,4,0,BAFU,Achim Schafer,achim.schafer@bafu.admin.ch,holzfluss,NONE,2023-05-24,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2023-09-05T09:36:38.387Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,NONE
https://environment.ld.admin.ch/foen/nfi/nfi_C-1029/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1029@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:38:05Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1029
https://environment.ld.admin.ch/foen/nfi/nfi_C-1030/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1030@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:38:56Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1030
https://environment.ld.admin.ch/foen/nfi/nfi_C-1034/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1034@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:40:04Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1034
https://environment.ld.admin.ch/foen/nfi/nfi_C-1157/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1157@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:41:17Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1157
https://environment.ld.admin.ch/foen/nfi/nfi_C-1265/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1265@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:43:13Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1265
https://environment.ld.admin.ch/foen/nfi/nfi_C-1266/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1266@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:43:48Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1266
https://environment.ld.admin.ch/foen/nfi/nfi_C-1282/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1282@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:44:17,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1282
https://environment.ld.admin.ch/foen/nfi/nfi_C-1310/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1310@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:44:57.346+02:00,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1310
https://environment.ld.admin.ch/foen/nfi/nfi_C-1316/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1316@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:45:23+02:00,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1316
https://environment.ld.admin.ch/foen/nfi/nfi_C-1317/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1317@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:45:58Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1317
https://environment.ld.admin.ch/foen/nfi/nfi_C-1335/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1335@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:47:08Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1335
https://environment.ld.admin.ch/foen/nfi/nfi_C-1805/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-1805@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:47:28Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=1805
https://environment.ld.admin.ch/foen/nfi/nfi_C-20/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-20@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:23:38Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=20
https://environment.ld.admin.ch/foen/nfi/nfi_C-2171/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2171@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:47:46Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2171
https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-22@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:26:10Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=22
https://environment.ld.admin.ch/foen/nfi/nfi_C-2207/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2207@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:48:03Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2207
https://environment.ld.admin.ch/foen/nfi/nfi_C-2599/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2599@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:49:57Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2599
https://environment.ld.admin.ch/foen/nfi/nfi_C-2630/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2630@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:50:20Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2630
https://environment.ld.admin.ch/foen/nfi/nfi_C-2632/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2632@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:51:19Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2632
https://environment.ld.admin.ch/foen/nfi/nfi_C-2633/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2633@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:55:29Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2633
https://environment.ld.admin.ch/foen/nfi/nfi_C-2635/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2635@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:59:37Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2635
https://environment.ld.admin.ch/foen/nfi/nfi_C-2637/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-2637@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T06:02:52Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2637
https://environment.ld.admin.ch/foen/nfi/nfi_C-501/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-501@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:31:41Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=501
https://environment.ld.admin.ch/foen/nfi/nfi_C-593/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-593@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:33:10Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=593
https://environment.ld.admin.ch/foen/nfi/nfi_C-653/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-653@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:33:45Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=653
https://environment.ld.admin.ch/foen/nfi/nfi_C-711/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-711@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:34:29Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=711
https://environment.ld.admin.ch/foen/nfi/nfi_C-894/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-894@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:35:05Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=894
https://environment.ld.admin.ch/foen/nfi/nfi_C-898/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-898@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:36:11Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=898
https://environment.ld.admin.ch/foen/nfi/nfi_C-90/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-90@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:27:53Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=90
https://environment.ld.admin.ch/foen/nfi/nfi_C-94/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-94@bundesamt-fur-umwelt-bafu,NONE,2023-11-02T20:34:16Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=94
https://environment.ld.admin.ch/foen/nfi/nfi_C-96/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-96@bundesamt-fur-umwelt-bafu,NONE,2023-11-02T20:41:20Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=96
https://environment.ld.admin.ch/foen/nfi/nfi_C-98/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_C-98@bundesamt-fur-umwelt-bafu,NONE,2023-06-22T05:30:59Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=98
https://environment.ld.admin.ch/foen/nfi/nfi_T-changes/cube/2024-1,4,4,"Abteilung Wald, Bundesamt für Umwelt","Abteilung Wald, Bundesamt für Umwelt",wald@bafu.admin.ch,nfi_T-changes@bundesamt-fur-umwelt-bafu,NONE,2024-07-15T08:18:40Z,NONE,https://environment.ld.admin.ch/query,NONE,2024-07-15T06:49:20Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/opendataswiss/org/wsl,https://lfi.ch/resultate/resultateliste.php?befNr=2632
https://environment.ld.admin.ch/foen/ubd000502/5,4,4,"Bundesamt für Umwelt, Abteilung Klima",Abteilung Klima,climate@bafu.admin.ch,ubd000502,NONE,2022-08-31,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-04-16T13:50:24.649Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/treibhausgasinventar
https://environment.ld.admin.ch/foen/ubd000503/8,4,4,"Bundesamt für Umwelt, Abteilung Klima",Abteilung Klima,climate@bafu.admin.ch,ubd000503,NONE,2022-09-29,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-04-16T14:03:27.646Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/treibhausgasinventar
https://environment.ld.admin.ch/foen/ubd000504/8,4,4,"Bundesamt für Umwelt, Abteilung Klima",Abteilung Klima,climate@bafu.admin.ch,ubd000504,NONE,2022-10-21,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-07-11T15:50:17.416Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/co2-statistik
https://environment.ld.admin.ch/foen/ubd003001/5,4,4,FOEN,Abteilung Biodiversität und Landschaft,aoel@bafu.admin.ch,ubd003001,NONE,2024-01-24,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-07-22T15:45:36.461Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/bafu/de/home/themen/biodiversitaet/zustand/biodiversitaet--monitoringprogramme/rote-listen.html
https://environment.ld.admin.ch/foen/ubd003701/5,4,4,Bundesamt für Umwelt BAFU,Abteilung Lärm und NIS,noise@bafu.admin.ch,ubd003701,NONE,2017-07-04,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-04-05T12:09:13.630Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/bafu/de/home/themen/laerm/fachinformationen/laermbelastung/stand-der-laermbelastung-in-der-schweiz.html
https://environment.ld.admin.ch/foen/ubd006601/3,4,4,Bundesamt für Umwelt BAFU,Nationale Bodenbeobachtung NABO,nabo@bafu.admin.ch,ubd006601,NONE,2009-12-31,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-08-20T11:21:56.790Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/bafu/de/home/themen/boden/publikationen-studien/publikationen/bodenbeobachtung-nabo-1985-2009.html
https://environment.ld.admin.ch/foen/ubd01041prod/4,4,4,bafu,"Markus Gerber, Sektion Hydr. Grundlagen Gewässerzustand",baqua@bafu.admin.ch,ubd01041prod,NONE,2018-04-23,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-04-08T14:38:30.641Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/bafu/de/home/themen/wasser/fachinformationen/zustand-der-gewaesser/zustand-der-fliessgewaesser/wasserqualitaet-der-fliessgewaesser/badegewaesserqualitaet.html
https://environment.ld.admin.ch/foen/ubd010701/8,4,4,Bundesamt für Umwelt BAFU,Klaus Kammer,klaus.kammer@bafu.admin.ch,ubd010701,NONE,2022-05-30,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-04-07T15:47:00.786Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,NONE,https://www.bafu.admin.ch/mfm-u
https://ld.stadt-zuerich.ch/statistics/view/BEV322OD3222,0,0,NONE,Federal Statistical Office,fedlex@bk.admin.ch,NONE,_:genid-18dcdc9f31c04188b1db075ebeaf7d4e-b3290,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
https://ld.stadt-zuerich.ch/statistics/view/BEV330OD3302,0,0,NONE,Klaus Kammer,terminologie@bk.admin.ch,NONE,_:genid-18dcdc9f31c04188b1db075ebeaf7d4e-b3174,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
https://ld.stadt-zuerich.ch/statistics/view/BEV330OD3305,0,0,NONE,"Abteilung Wald, Bundesamt für Umwelt",webgis@swisstopo.ch,NONE,_:genid-18dcdc9f31c04188b1db075ebeaf7d4e-b3556,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
https://ld.stadt-zuerich.ch/statistics/view/BEV355OD3556,0,0,NONE,eHealth Suisse,info.arbeit@bfs.admin.ch,NONE,_:genid-18dcdc9f31c04188b1db075ebeaf7d4e-b3408,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
https://ld.stadt-zuerich.ch/statistics/view/BEV380OD3806,0,0,NONE,Ufficio federale di giustizia,webgis@swisstopo.ch,NONE,_:genid-18dcdc9f31c04188b1db075ebeaf7d4e-b3676,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
https://ld.zh.ch/.well-known/dataset/elodzh,0,0,NONE,OGD Fachstelle,IVZ-FACHSUPPORT@ASTRA.ADMIN.CH,468@staatsarchiv-kanton-zuerich,NONE,NONE,https://ld.zh.ch/elodzh/Parish_Regensdorf,https://ld.zh.ch/query/,https://ld.zh.ch/sparql/,NONE,NONE,https://register.ld.admin.ch/zefix/company/1198554,https://github.com/stazh/sw-ehedaten/tree/main/ontology/elodzh
https://lod.opentransportdata.swiss/.well-known/dataset/didok,0,0,NONE,Ufficio federale di statistica,climate@bafu.admin.ch,NONE,NONE,NONE,NONE,https://lod.opentransportdata.swiss/query,https://lod.opentransportdata.swiss/sparql/,NONE,NONE,https://ld.admin.ch/org/zazuko,NONE
https://lod.opentransportdata.swiss/.well-known/dataset/nova,0,0,NONE,Contact point financial statistic FFA,uid@bfs.admin.ch,NONE,NONE,NONE,NONE,https://lod.opentransportdata.swiss/query,https://lod.opentransportdata.swiss/sparql/,NONE,NONE,https://ld.admin.ch/org/zazuko,NONE
https://politics.ld.admin.ch/.well-known/void/dataset/curia,4,4,NONE,NONE,NONE,NONE,NONE,2022-05-20,NONE,https://politics.ld.admin.ch/query/,NONE,2022-05-20,https://ld.admin.ch/FCh,https://register.ld.admin.ch/zefix/company/1198554,NONE
https://politics.ld.admin.ch/.well-known/void/dataset/popularvotes,4,4,NONE,NONE,NONE,NONE,NONE,2023-01-11,NONE,https://politics.ld.admin.ch/query/,NONE,2024-08-21T04:03:27.837+00:00,https://ld.admin.ch/FCh,https://register.ld.admin.ch/zefix/company/1198554,NONE
https://register.ld.admin.ch/.well-known/dataset/foj-zefix,4,4,https://ld.admin.ch/org/lindas,NONE,NONE,foj-zefix@eidgenoessisches_amt_fuer_das_handelsregister_ehra,NONE,2021-07-01,https://register.ld.admin.ch/zefix/company/1331820,https://register.ld.admin.ch/query/,https://register.ld.admin.ch/sparql/,2021-07-01,https://register.ld.admin.ch/staatskalender/organization/10002463,NONE,https://www.bj.admin.ch/bj/de/home/wirtschaft/handelsregister.html
https://register.ld.admin.ch/.well-known/dataset/opendataswiss-meta,0,0,NONE,Abteilung Klima,finstat@efv.admin.ch,NONE,NONE,NONE,https://register.ld.admin.ch/opendataswiss/category/administration,https://register.ld.admin.ch/query/,https://register.ld.admin.ch/sparql/,NONE,NONE,https://register.ld.admin.ch/zefix/company/1198554,https://opendata.swiss/
